Segment,Age,AGENT_FIRST_NAME,AGENT_LAST_NAME,AGENT_DOB,row_count,NPN,LICENSE_NUMBER,LICENSE_TYPE,BROKERDEALER_NAME,QUALIFICATION,CITY,STATE_REGISTERED_ARRAY,NUM_STATE_REGISTERED,EDUCATION,GENDER,HOUSE_OWNERSHIP,MAPPED_CUST_ID,MARITAL_STATUS,NO_OF_CHILDRENS,NO_OF_DEPENDENTS,OCCUPATION,POSTAL_CODE,PURCHASE_HABITS_APPAREL,PURCHASE_HABITS_COMPUTERS,PURCHASE_HABITS_FITNESS,PURCHASE_HABITS_OTHERS,PURCHASE_HABITS_TRAVEL,max,REPCRD,BDFIRMCRD,INDEPENDENT_CONTRACTOR_FLAG,AUM_SELFREPORTED,AGENT_TENURE,NO_OF_UNIQUE_POLICIES_SOLD_LAST_12_MONTHS,label,NPS_FEEDBACK,NPS_SCORE,AGENT_ID,MEMBERSHIP_STATUS_DATE,AGENT_MEMBERSHIP_PROGRAM_STATUS,CHANNEL,COMPLAINTS_LAST_12_MONTHS,COMPLAINT_CATEGORY,PREMIUM_AMOUNT
Independent Agents,65,ISAIAH,MCELROY,-317260800000,1,21449239,3293096,Adjuster,"[""Turner Surety & Insurance Brokerage""]",Adjuster - All Lines,MANOR,"[""TX"",""ND"",""AL""]",3,HIGH_SCHOOL,F,MORTGAGE,7264262049,SINGLE,2,4,ADJUSTER,15665,0,1,1,1,0,state,952599,20012,,0,15.9,6,Detractor,I was misinformed about coverage exclusions during the sales process.,0,7264262049,1520380800000,Clicked,Event,1,Sales,4099
Independent Agents,42,LISA,PEREZ-BONILLA,423100800000,1,8486299,1332832,General Lines Agent,"[""IMA""]","Life, Accident, Health & HMO",PHOENIX,"[""UT""]",1,BACHELOR,M,MORTGAGE,7301073782,WIDOWED,0,0,ADJUSTER,850375558,1,1,0,0,0,state,116981,85574,,25014722,6.4,2,Detractor,They keep sending repetitive marketing emails despite my opt-out.,2,7301073782,1682380800000,Sent,Multichannel Initiative,1,Sales,5626
Independent Agents,34,MILES,SCRITCHLOW,669340800000,1,15738751,2034178,Adjuster,"[""OneGroup NY Inc.""]",Adjuster - All Lines,BLOOMINGTON,"[""PA"",""TX"",""VT""]",3,BACHELOR,M,OWN,7330144488,SINGLE,1,1,ADJUSTER,617055940,1,1,0,1,0,state,334328,24245,1,3018088,12.5,6,Detractor,Hard to reach anyone who could actually help.,2,7330144488,1638489600000,Sent,Multichannel Initiative,4,Service,3277
Independent Agents,37,ALMA,ESCAMILLA,578793600000,1,20997973,3176749,General Lines Agent,"[""CCIG""]","Life, Accident, Health & HMO",CANYON COUNTRY,"[""VA""]",1,ASSOCIATE,M,OWN,7415443857,WIDOWED,2,2,SERVICE,91387,1,1,0,0,0,state,946115,38459,1,1417532,2.8,12,Passive,"They do what they are supposed to – nothing more, nothing less.",7,7415443857,1634428800000,Visited,Search,7,Claims,4830
Independent Agents,31,ALMA,ESCAMILLA,773193600000,1,20740060,3016124,General Lines Agent,"[""Buckner Company""]","Life, Accident, Health & HMO",SAN ANTONIO,"[""VT"",""OR"",""IN"",""NH""]",4,ASSOCIATE,F,OWN,7415443857,WIDOWED,2,2,SERVICE,78251,1,1,0,0,0,state,377571,25127,,8916760,6.4,12,Passive,"They do what they are supposed to – nothing more, nothing less.",7,7415443857,1634428800000,Visited,Search,7,Claims,4358
Independent Agents,40,LAUREN,MORRIS,486086400000,1,21647801,3358884,General Lines Agent,"[""The Plastridge Agency Inc.""]",Property and Casualty,HIGHLAND VILLAGE,"[""AR"",""PA"",""NY""]",3,BACHELOR,M,MORTGAGE,7439197809,DIVORCED,2,1,BROKER,75077,1,0,1,1,1,state,177956,97254,,8799493,18.7,9,Passive,Difficult to get in touch with anyone after filing a claim.,5,7439197809,1658361600000,Visited,Multichannel Initiative,11,Policy,4692
Independent Agents,34,LAUREN,MORRIS,658800000000,1,21522122,3308351,General Lines Agent,"[""Insurance Office of America Inc.""]","Life, Accident, Health & HMO",CEDAR PARK,"[""NV"",""DE"",""SC""]",3,BACHELOR,F,MORTGAGE,7439197809,DIVORCED,2,1,BROKER,78613,1,0,1,1,1,state,256336,54924,,0,3,9,Passive,Difficult to get in touch with anyone after filing a claim.,5,7439197809,1658361600000,Visited,Multichannel Initiative,11,Policy,4344
Independent Agents,38,MAURICE,BAILEY,550713600000,1,21522892,3316131,General Lines Agent,"[""Heffernan Insurance Brokers""]",Property and Casualty,WARREN,"[""IL"",""OH""]",2,DOCTORATE,F,OTHER,7468075284,MARRIED,0,1,CONSULTANT,48089,0,1,0,0,1,state,372939,71731,,2299543,17.7,6,Detractor,I was misinformed about coverage exclusions during the sales process.,1,7468075284,1756944000000,Clicked,Paid Social,7,Service,3141
Independent Agents,46,JOHN,GARLOCK,302745600000,1,240031,1708380,Life Agent,"[""TrueNorth""]",Life Agent/Agency,OMAHA,"[""KS"",""GA"",""TX"",""AK""]",4,ASSOCIATE,M,RENT,7488592790,WIDOWED,3,2,CONSULTANT,681441106,1,0,1,1,0,state,477445,66863,1,6746907,12.5,14,Passive,"Call hold times are sometimes long, but reps polite.",8,7488592790,1729382400000,Sent,Email Nurture,0,,4600
Independent Agents,51,DAREN,COLE,136598400000,1,8888216,3168043,Adjuster,"[""CAC Group""]",Adjuster - P&C,PHOENIX,"[""TX"",""NJ"",""AK"",""RI""]",4,ASSOCIATE,F,OWN,7514937499,DIVORCED,2,3,AGENT,85023,1,1,1,0,0,state,447810,10615,1,3557995,3.1,14,Passive,Premiums are about what I expected compared to other insurers.,7,7514937499,1753574400000,Registered,Multichannel Initiative,4,Website,4631
Emerging Experts,49,SLOANE,SCHELLER,205545600000,1,21376017,3255358,General Lines Agent,"[""The MJ Companies""]","Life, Accident, Health & HMO",DALLAS,"[""AK"",""CA"",""MO""]",3,MASTER,M,MORTGAGE,7519144411,DIVORCED,0,3,ADJUSTER,75219,1,0,1,0,1,state,318798,84995,1,25509203,1.4,10,Promoter,"The policy covers all my needs, and I appreciate the transparent communication.",9,7519144411,1702252800000,Registered,Referral,7,Service,5716
Independent Agents,54,CHANNELL,BROWN,25142400000,1,18201409,3205497,General Lines Agent,"[""Alliant Insurance Services/Confie""]","Life, Accident, Health & HMO",OVERLAND PARK,"[""LA""]",1,MASTER,M,OWN,7558990062,SINGLE,2,2,CONSULTANT,662101562,1,0,0,0,1,state,208355,18211,1,42736774,6.8,4,Promoter,Excellent accident coverage for the entire family – claims paid without hassle.,9,7558990062,1655596800000,Registered,Multichannel Initiative,10,Website,6692
Accomplished Professionals,51,ANGELA,FARRELL,129081600000,1,6868906,1651557,Adjuster,"[""R&R Insurance Services Inc.""]",Adjuster - P&C,HERSHEY,"[""NJ""]",1,ASSOCIATE,M,RENT,7629536677,MARRIED,1,4,CONSULTANT,170338922,1,1,1,1,0,state,954152,63846,1,5384450,2.9,9,Passive,"Decent options for add-ons, though plan features could be clearer.",7,7629536677,1710288000000,Visited,Referral,0,,4039
Comfortable retirees,62,WILLIAM,WEHNER,-228268800000,1,8934538,1413058,General Lines Agent,"[""Unison Risk Advisors""]","Life, Accident, Health & HMO",RICHARDSON,"[""CO"",""ND""]",2,ASSOCIATE,F,OTHER,7667554672,WIDOWED,3,1,CONSULTANT,750823133,0,0,1,1,1,state,663148,60337,,4577776,18.1,0,Passive,"Customer support is helpful sometimes, slow to respond other times.",8,7667554672,1588550400000,Registered,Referral,0,,9537
Independent Agents,59,RANDY,HEGAR,-117072000000,1,16880975,1810498,Adjuster,"[""Higginbotham""]",Adjuster - All Lines,BLOOMINGTON,"[""DC"",""AL""]",2,HIGH_SCHOOL,M,OTHER,7702359872,WIDOWED,0,4,SERVICE,617100001,0,1,1,1,1,state,372546,58189,,6029108,4.5,11,Promoter,They proactively offered extra riders for critical illness without upselling.,10,7702359872,1671408000000,Visited,Search,6,Website,5907
Emerging Experts,46,WILLIAM,SANTANA,290736000000,1,20032780,2741619,Adjuster,"[""Energy Insurance Agency""]",Adjuster - P&C,TAMPA,"[""UT"",""TX""]",2,ASSOCIATE,M,OWN,7773792599,WIDOWED,3,1,BROKER,336195178,1,1,0,0,1,state,966618,24181,,5721146,18.9,10,Promoter,The online support chat is responsive and helped me update my beneficiaries in minutes.,9,7773792599,1686614400000,Clicked,Event,0,,6819
Independent Agents,58,ANDRES,JIMENEZ,-87350400000,1,18503748,2211567,General Lines Agent,"[""ALKEME""]","Life, Accident, Health & HMO",SAN BENITO,"[""CO"",""NE""]",2,MASTER,F,OTHER,7778043151,WIDOWED,0,2,AGENT,785864668,0,0,1,0,0,state,746315,15675,,1956125,14.7,1,Promoter,Quick reimbursement for dental claims last month.,10,7778043151,1744934400000,Visited,Multichannel Initiative,6,Website,5705
Independent Agents,43,JOSEPH,WEISMAN,393724800000,1,20824523,3063452,General Lines Agent,"[""Snellings Walters Insurance Agency""]","Life, Accident, Health & HMO",HOUSTON,"[""NC"",""HI"",""TN"",""MS""]",4,DOCTORATE,M,RENT,7778605884,WIDOWED,1,2,SERVICE,770061564,0,1,0,0,0,state,537694,28203,,3225953,3.4,3,Promoter,Great experience for life insurance claim lodgement.,9,7778605884,1609459200000,Sent,Paid Social,5,Claims,8602
Independent Agents,55,MOHAMMAD,KHAN,3628800000,1,7440815,1198203,General Lines Agent,"[""Associated Insurance Management LLC""]","Life, Accident, Health & HMO",HOUSTON,"[""NV"",""MA"",""OH"",""MT""]",4,BACHELOR,M,OTHER,7819693667,WIDOWED,3,2,CONSULTANT,77407,1,1,1,1,0,state,536317,77956,,0,20.5,2,Detractor,Claims process is tedious and paperwork-heavy.,3,7819693667,1622592000000,Sent,Web Content,0,,3836
Independent Agents,38,NATHAN,BARRAGAN,534729600000,1,19023663,2563282,Life Agent,"[""Lawley Insurance""]",Life Agent/Agency,BAKERSFIELD,"[""CA"",""SD"",""VT"",""ND""]",4,MASTER,F,MORTGAGE,7861278193,WIDOWED,2,2,AGENT,93301,0,1,1,1,1,state,246805,93106,,0,12.5,6,Detractor,They keep sending repetitive marketing emails despite my opt-out.,2,7861278193,1597449600000,Registered,Multichannel Initiative,3,Service,3896
Independent Agents,33,ADAM,SALAFIA,712627200000,1,20136177,2914082,General Lines Agent,"[""Ansay & Associates LLC""]","Life, Accident, Health & HMO",VIRGINIA BEACH,"[""NC"",""SC""]",2,DOCTORATE,F,OWN,7910628688,DIVORCED,2,3,BROKER,234622012,1,1,0,0,0,state,146103,90022,1,0,13.5,10,Passive,Received generic responses on email but issues were eventually resolved.,8,7910628688,1670889600000,Sent,Web Content,0,,4579
Independent Agents,40,RITA,RATCLIFFE,471398400000,1,1314245,1708156,Life Agent,"[""Rich & Cartmill Inc.""]",Life Agent/Agency,OKLAHOMA CITY,"[""WV""]",1,DOCTORATE,M,MORTGAGE,7918284020,WIDOWED,0,3,AGENT,73102,0,1,0,0,1,state,886403,99992,1,0,12,2,Passive,Signed up mainly because of a friend's recommendation. So far OK.,7,7918284020,1561248000000,Visited,Paid Social,0,,4847
Independent Agents,55,MASON,LAWSON,4838400000,1,18774172,2294216,Adjuster,"[""OneDigital""]",Adjuster - All Lines,BRANDON,"[""ID""]",1,ASSOCIATE,F,OTHER,7947220814,WIDOWED,2,3,AGENT,390478164,0,1,0,0,1,state,494759,13065,1,8620708,11.8,9,Promoter,"My agent was very patient in answering all my questions, thank you!",9,7947220814,1723334400000,Clicked,Web Content,10,Service,8409
Independent Agents,27,DEBORAH,KELLEY,879811200000,1,3426245,1075977,Adjuster,"[""Associated Insurance Management LLC""]",Adjuster - All Lines,ALLEN,"[""NV""]",1,ASSOCIATE,M,OTHER,8018907237,DIVORCED,0,0,AGENT,750021746,1,0,1,1,1,state,349098,64178,,29408327,6.7,9,Passive,Difficult to get in touch with anyone after filing a claim.,5,8018907237,1682553600000,Visited,Paid Social,7,Billing,4607
Independent Agents,35,ZHI,WANG,637891200000,1,16586484,2071424,General Lines Agent,"[""Higginbotham""]","Life, Accident, Health & HMO",ELLICOTT CITY,"[""OK"",""GA""]",2,BACHELOR,M,RENT,8133384230,SINGLE,1,1,SERVICE,210425991,0,1,1,0,1,state,102829,68254,,7147713,6.9,9,Passive,Paid premium via bank transfer. Transaction was fine.,8,8133384230,1734480000000,Attended,Email Nurture,0,,8854
Independent Agents,58,UYEN,CAO,-77414400000,1,19432793,2494904,General Lines Agent,"[""INSURICA Insurance Services LLC""]","Life, Accident, Health & HMO",WINDCREST,"[""IN"",""TN"",""ID"",""OH""]",4,BACHELOR,M,OTHER,8146112255,WIDOWED,3,2,ADJUSTER,78239,0,0,1,1,1,state,896486,87616,,0,3.4,1,Passive,"Decent options for add-ons, though plan features could be clearer.",7,8146112255,1633478400000,Sent,Paid Social,5,Sales,4614
Independent Agents,29,ZAKIYYAH,WILEY,813110400000,1,16933295,3119366,Life Agent,"[""IMA""]",Life Agent/Agency,LAWNSIDE,"[""TX"",""NJ"",""GA""]",3,MASTER,M,OTHER,8150797709,DIVORCED,3,1,MANAGER,080451157,0,1,0,0,0,state,835536,57018,1,8109171,5.2,5,Promoter,"My agent was very patient in answering all my questions, thank you!",9,8150797709,1690243200000,Visited,Web Content,4,Sales,6203
Emerging Experts,47,FRANK,SCHMITT,251164800000,1,12848370,1547692,General Lines Agent,"[""Energy Insurance Agency""]",Property and Casualty,SEMINOLE,"[""CO"",""SC"",""MS""]",3,BACHELOR,M,OWN,8186007139,DIVORCED,3,3,ADJUSTER,79360,0,1,1,1,1,state,997207,55595,1,24834642,8.2,4,Detractor,Premiums increase without transparent explanations each year.,1,8186007139,1739577600000,Registered,Web Content,11,Website,3256
Independent Agents,67,KATHLEEN,PISULA,-372297600000,1,18369574,2190372,Adjuster,"[""Unison Risk Advisors""]",Adjuster - All Lines,MESA,"[""PA"",""SC""]",2,BACHELOR,M,OWN,8266280459,DIVORCED,0,0,ADJUSTER,852014513,1,0,1,1,1,state,952502,38748,1,19028326,15.3,9,Passive,Rep was rude and unhelpful when I called for assistance.,5,8266280459,1675468800000,Sent,Web Content,0,,4320
Independent Agents,33,DENNIS,HEALY,709344000000,1,20076301,2742197,Pers Lines Prop and Cas Agent,"[""OneGroup NY Inc.""]",Personal Lines Prop and Cas,CALDWELL,"[""MD"",""GA"",""OH"",""CA""]",4,BACHELOR,M,MORTGAGE,8303706649,MARRIED,1,3,SERVICE,836078092,1,1,1,0,0,state,213883,66873,,4739050,19.6,1,Detractor,"No clarity about policy renewal terms, led to missed coverage.",0,8303706649,1741132800000,Visited,Web Content,6,Policy,4329
Emerging Experts,48,VAN,NGUYEN,233280000000,1,5769362,2352528,General Lines Agent,"[""Hylant""]","Life, Accident, Health & HMO",SEATTLE,"[""MS""]",1,DOCTORATE,M,RENT,8303775424,SINGLE,1,1,CONSULTANT,98168,1,1,1,1,1,state,724655,32348,,2650898,10.5,9,Passive,"App works, but I'd like to see more features added.",7,8303775424,1632182400000,Clicked,Web Content,0,,4061
Independent Agents,32,VAN,NGUYEN,739929600000,1,19332038,2463420,General Lines Agent,"[""Cross Insurance""]","Life, Accident, Health & HMO",ARLINGTON,"[""MD"",""OH"",""LA""]",3,DOCTORATE,M,RENT,8303775424,SINGLE,1,1,CONSULTANT,76015,1,1,1,1,1,state,363625,46899,,16932219,6.6,9,Passive,"App works, but I'd like to see more features added.",7,8303775424,1632182400000,Clicked,Web Content,0,,4899
Independent Agents,47,HAYLEY,SMITH,246067200000,1,20997277,3131311,General Lines Agent,"[""Relation Insurance Inc.""]",Property and Casualty,KNOXVILLE,"[""WI""]",1,DOCTORATE,F,MORTGAGE,8331768466,MARRIED,2,2,BROKER,37938,1,1,0,1,0,state,727549,39767,,0,1.3,12,Passive,"Call hold times are sometimes long, but reps polite.",7,8331768466,1749686400000,Sent,Web Content,8,Sales,5001
Independent Agents,51,SANDRA,POOLE,120355200000,1,396751,3096151,Adjuster,"[""JMG""]",Adjuster - All Lines,HAMPDEN,"[""ID""]",1,DOCTORATE,M,OTHER,8382823310,MARRIED,2,3,BROKER,04444,1,1,0,0,1,state,216411,47580,,0,18.6,3,Passive,Received generic responses on email but issues were eventually resolved.,8,8382823310,1725148800000,Sent,Paid Social,0,,4884
Independent Agents,34,AMANDA,FOBES,658972800000,1,15930183,1642465,Adjuster,"[""Keystone Agency Partners LLC""]",Adjuster - P&C,SAN ANTONIO,"[""GA""]",1,MASTER,F,RENT,8477138977,SINGLE,3,3,AGENT,782880001,1,0,0,1,0,state,310894,78119,,16842261,2.9,5,Passive,"Expectations matched reality, service-wise.",8,8477138977,1600300800000,Sent,Search,12,Service,4588
Independent Agents,63,RENA,ROBINSON,-255830400000,1,20700073,2999019,Life Agent,"[""Christensen Group Inc.""]",Life Agent/Agency,PEARLAND,"[""OH"",""WV""]",2,MASTER,F,MORTGAGE,8485133550,SINGLE,2,3,MANAGER,775844705,1,0,0,1,1,state,950845,44076,1,0,13.6,6,Detractor,Cover for critical illness isn't what was promised on the brochure.,2,8485133550,1657411200000,Clicked,Referral,5,Claims,8603
Independent Agents,45,SARAH,HARRELL,317174400000,1,20826686,3198177,General Lines Agent,"[""R&R Insurance Services Inc.""]","Life, Accident, Health & HMO",HOUSTON,"[""WY"",""OK""]",2,BACHELOR,F,RENT,8503350694,WIDOWED,0,1,CONSULTANT,770214780,1,1,1,1,0,state,665285,15852,,2517766,1.1,1,Promoter,The online support chat is responsive and helped me update my beneficiaries in minutes.,10,8503350694,1758844800000,Sent,Multichannel Initiative,0,,6171
Independent Agents,51,JOHN,OKPERUVWE,128217600000,1,20577870,2946721,Life Agent,"[""OneGroup NY Inc.""]",Life Agent/Agency,HUNTSVILLE,"[""NJ""]",1,HIGH_SCHOOL,F,RENT,8503372387,WIDOWED,1,1,MANAGER,77320,0,1,1,1,0,state,603641,69797,1,4167951,11.6,6,Detractor,Claims process is tedious and paperwork-heavy.,1,8503372387,1735776000000,Sent,Web Content,0,,3954
Independent Agents,61,KIA,SMALLS,-187747200000,1,19844572,2663355,General Lines Agent,"[""Mackoul Risk Solutions LLC.""]","Life, Accident, Health & HMO",CHARLOTTE,"[""VA"",""NH""]",2,ASSOCIATE,F,RENT,8575936116,MARRIED,0,2,SERVICE,28262,0,1,1,0,0,state,686312,90741,,0,12,9,Passive,Neither dissatisfied nor excited about my experience.,7,8575936116,1736985600000,Visited,Multichannel Initiative,5,Policy,4146
Independent Agents,24,WALDO,PERALTA,970185600000,1,18975646,3337986,General Lines Agent,"[""Frost Insurance Agency""]","Life, Accident, Health & HMO",ORLANDO,"[""VA"",""NC"",""IN"",""OK""]",4,DOCTORATE,M,RENT,8596758670,SINGLE,0,2,CONSULTANT,32818,0,0,1,1,0,state,947680,79574,1,5834706,16,14,Passive,Paid premium via bank transfer. Transaction was fine.,8,8596758670,1630540800000,Registered,Email Non Nurture,0,,7647
Independent Agents,37,WILLIAM,TURNER,560822400000,1,19663601,2593023,General Lines Agent,"[""Marshall + Sterling Enterprises Inc.""]","Life, Accident, Health & HMO",LYMAN,"[""NE"",""AZ""]",2,MASTER,M,RENT,8608929920,MARRIED,1,3,ADJUSTER,293651413,1,0,1,0,1,state,382354,15504,,0,1.7,9,Passive,They keep sending repetitive marketing emails despite my opt-out.,5,8608929920,1610582400000,Sent,Search,3,Billing,3884
Independent Agents,66,JONNIE,NORDAKER,-327888000000,1,17553195,3122339,General Lines Agent,"[""The MJ Companies""]","Life, Accident, Health & HMO",URBANDALE,"[""FL"",""AK"",""WY"",""SC""]",4,DOCTORATE,F,OWN,8648601854,MARRIED,0,2,CONSULTANT,50322,1,0,1,1,1,state,998466,48647,,9684782,6.7,17,Promoter,Helpful and caring representatives made sure I chose the right plan.,10,8648601854,1723161600000,Sent,Email Non Nurture,11,Billing,8382
Independent Agents,34,ELIZABETH,GRAHAM,654739200000,1,21690225,3376096,General Lines Agent,"[""The Daniel and Henry Company""]","Life, Accident, Health & HMO",AUSTIN,"[""WA"",""MT""]",2,BACHELOR,F,MORTGAGE,8685675275,MARRIED,3,2,MANAGER,78704,0,1,1,1,1,state,363696,26152,,0,16.4,12,Passive,"App works, but I'd like to see more features added.",8,8685675275,1725408000000,Sent,Web Content,12,Service,4363
Independent Agents,28,LABRISHA,COLBERT,859075200000,1,21273360,3300599,Pers Lines Prop and Cas Agent,"[""Lawley Insurance""]",Personal Lines Prop and Cas,LANCASTER,"[""NH"",""SC"",""WA"",""NV""]",4,BACHELOR,F,RENT,8813458478,MARRIED,3,2,CONSULTANT,29720,1,1,1,1,0,state,297746,21065,,0,7.9,7,Passive,They keep sending repetitive marketing emails despite my opt-out.,6,8813458478,1702944000000,Visited,Email Nurture,0,,4373
Independent Agents,65,PETER,REBMANN,-309312000000,1,16181268,1681860,Adjuster,"[""R&R Insurance Services Inc.""]",Adjuster - P&C,BOSTON,"[""AK"",""MD"",""ME""]",3,MASTER,M,OTHER,8833178708,WIDOWED,0,2,CONSULTANT,021165066,1,0,1,0,0,state,996299,50389,,10919494,19.7,11,Passive,"Customer support is helpful sometimes, slow to respond other times.",7,8833178708,1642809600000,Sent,Search,8,Sales,4056
Independent Agents,51,MICHAEL,CARLSON,119491200000,1,2291535,3080288,General Lines Agent,"[""Swingle Collins & Associates Inc.""]",Property and Casualty,AVON,"[""WV"",""TX"",""ID""]",3,HIGH_SCHOOL,F,RENT,8847603719,WIDOWED,3,2,ADJUSTER,060014030,1,0,1,1,0,state,306612,14709,,0,15.7,2,Detractor,Website is confusing and lacks important policy details.,0,8847603719,1652313600000,Visited,Referral,1,Claims,3766
Independent Agents,28,MICHAEL,CARLSON,848534400000,1,16301226,3053131,Life Agent,"[""Paramount Exclusive Insurance Services Inc.""]",Life Agent/Agency,BARGERSVILLE,"[""TN""]",1,HIGH_SCHOOL,F,RENT,8847603719,WIDOWED,3,2,ADJUSTER,461069051,1,0,1,1,0,state,715324,50728,,2203040,13.8,2,Detractor,Website is confusing and lacks important policy details.,0,8847603719,1652313600000,Visited,Referral,1,Claims,3257
Comfortable retirees,65,EKAETE,UDOROH,-297820800000,1,21007261,3104462,General Lines Agent,"[""Haas & Wilkerson Insurance""]","Life, Accident, Health & HMO",MIDLOTHIAN,"[""IA"",""HI""]",2,MASTER,F,OTHER,8913081308,SINGLE,3,2,MANAGER,760653373,1,0,1,0,1,state,687762,91502,1,7271294,14.6,5,Detractor,Premiums increase without transparent explanations each year.,2,8913081308,1626566400000,Visited,Paid Social,3,Website,3623
Independent Agents,33,PAULINE,SIPPEL,707875200000,1,18439698,2209747,Surplus Lines Agent,"[""JMG""]",NONE,GEORGETOWN,"[""WA"",""KS""]",2,DOCTORATE,M,OWN,8946001423,WIDOWED,0,0,ADJUSTER,786334674,0,1,0,0,0,state,153386,37253,1,958265,14.3,1,Passive,"Expectations matched reality, service-wise.",8,8946001423,1765670400000,Visited,Web Content,0,,4564
Independent Agents,62,JOSHUA,KING,-229996800000,1,21678888,3371278,General Lines Agent,"[""CAC Group""]","Life, Accident, Health & HMO",MAGNOLIA,"[""MS"",""WA"",""DE"",""WI""]",4,HIGH_SCHOOL,F,OTHER,8947070529,WIDOWED,2,4,ADJUSTER,77354,0,0,0,1,1,state,152113,99999,1,0,11.8,1,Promoter,I always receive quick support and detailed answers to all my queries.,9,8947070529,1752192000000,Visited,Web Content,1,Billing,5748
Emerging Experts,41,JOSHUA,KING,440208000000,1,19831875,2641857,General Lines Agent,"[""Shepherd Insurance""]",Property and Casualty,GODLEY,"[""WA"",""DE"",""AL""]",3,HIGH_SCHOOL,F,OTHER,8947070529,WIDOWED,2,4,ADJUSTER,76044,0,0,0,1,1,state,158638,13728,1,0,5.9,1,Promoter,I always receive quick support and detailed answers to all my queries.,9,8947070529,1752192000000,Visited,Web Content,1,Billing,6563
Independent Agents,51,DAVID,LYNN,121737600000,1,3522813,1391899,General Lines Agent,"[""Cross Insurance""]","Life, Accident, Health & HMO",WESLEY CHAPEL,"[""VT"",""LA"",""OR"",""NJ""]",4,HIGH_SCHOOL,M,RENT,8963098492,DIVORCED,0,3,BROKER,335447419,1,0,1,0,0,state,830982,44714,,47806044,20.4,3,Passive,"My questions were answered, but agent was a bit formal.",8,8963098492,1742774400000,Visited,Web Content,12,Service,4509
